,Genome,Genus,Species,AA10,AA3,CBM13,CBM3,CBM32,CBM34,CBM4,CBM48,CBM5,CBM50,CBM63,CBM91,CE1,CE11,CE12,CE2,CE4,CE8,CE9,GH0,GH1,GH102,GH103,GH104,GH105,GH108,GH113,GH12,GH13,GH148,GH153,GH154,GH16,GH171,GH18,GH19,GH2,GH20,GH23,GH24,GH26,GH28,GH3,GH30,GH31,GH32,GH33,GH36,GH38,GH4,GH42,GH43,GH5,GH53,GH65,GH68,GH73,GH77,GH78,GH8,GH88,GH91,GH94,GT0,GT1,GT101,GT11,GT111,GT14,GT19,GT2,GT20,GT25,GT26,GT28,GT30,GT32,GT35,GT4,GT41,GT5,GT51,GT52,GT56,GT73,GT8,GT81,GT83,GT84,GT9,GT97,PL1,PL10,PL11,PL17,PL2,PL22,PL26,PL3,PL35,PL38,PL4,PL9
172,GCF_002250215.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,10,1,1,1,2,0,0,1,4,0,0,0,0,0,0,1,1,0,6,2,0,4,2,0,1,2,1,1,0,2,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,1,1,0,2,3,1,1,3,0,1,0,1,0,1,0,3,0,6,0,0,0,2,1,1,2,0,1,1,2
173,GCF_000400505.1,Musicola,paradisiaca,0,0,0,0,0,0,0,2,1,5,0,0,1,1,1,0,1,1,1,0,5,1,1,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,4,1,0,2,3,1,1,1,2,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,8,0,0,1,1,1,0,2,8,0,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,1,1,0,0,0,1,0,3
174,GCF_014893095.1,Dickeya,dianthicola,0,0,1,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,5,1,0,3,4,0,1,1,1,1,0,0,1,1,2,1,0,0,1,1,1,1,0,0,0,1,2,0,0,0,0,1,12,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,2,3
175,GCF_003312345.1,Pectobacterium,peruviense,0,1,2,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,10,1,1,0,2,0,0,1,3,0,1,0,0,0,0,0,1,0,5,1,0,4,3,0,1,1,1,1,0,1,1,4,1,2,0,0,1,1,0,1,0,0,0,2,1,0,0,0,0,1,13,0,0,1,1,1,1,2,5,0,1,3,0,1,0,2,1,1,0,3,0,6,0,0,0,2,1,1,2,0,1,1,2
176,GCF_000406085.2,Dickeya,aquatica,0,0,0,0,1,0,0,1,1,5,1,0,1,1,1,0,1,1,2,0,4,1,1,3,2,0,0,0,1,0,0,0,0,0,0,1,1,0,4,0,0,2,3,0,1,1,1,2,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,7,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,0,1,1,5,0,5,1,0,0,1,1,1,2,0,1,2,3
177,GCF_000758345.1,Dickeya,fangzhongdai,0,1,0,0,1,0,1,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,1,0,2,1,0,0,0,0,0,3,1,0,5,1,1,3,3,1,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,13,0,0,1,1,1,0,2,10,1,1,3,0,1,0,0,1,1,0,4,0,8,1,0,0,1,1,1,2,0,1,1,3
178,GCF_016864975.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,5,1,0,4,2,1,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,8,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,1,2,0,1,1,2
179,GCF_002921195.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,3,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
180,GCF_016949075.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,10,1,2,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,9,0,0,1,1,1,0,2,3,0,1,3,0,1,0,0,1,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
181,GCF_003402555.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,10,1,1,0,2,2,0,1,3,0,0,0,0,0,0,0,1,0,8,0,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,7,0,0,1,1,1,1,2,3,1,1,3,0,1,0,1,0,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
182,GCF_000023545.1,Musicola,paradisiaca,0,0,0,0,0,0,0,2,1,5,0,0,1,1,1,0,1,1,1,0,7,1,1,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,4,1,0,2,3,1,1,1,2,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,8,0,0,1,1,1,0,2,8,0,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,1,1,0,0,0,1,0,3
183,GCF_016949955.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,10,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,7,2,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,9,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,1,3,0,6,0,0,0,2,1,1,2,0,1,1,2
184,GCF_018361105.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
185,GCF_000023605.1,Pectobacterium,aroidearum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,2,2,1,2,10,1,1,0,2,0,0,1,3,0,1,0,0,0,0,0,1,0,5,3,0,5,3,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,8,0,0,1,1,1,0,2,3,1,1,3,0,1,0,3,1,1,0,4,0,6,0,0,0,2,1,1,2,1,1,1,2
186,GCF_001187965.2,Dickeya,fangzhongdai,0,1,2,0,0,0,1,2,1,5,1,1,1,1,1,0,1,2,1,0,5,1,2,1,2,0,1,0,2,1,0,0,0,0,0,2,1,0,5,0,1,3,3,1,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,12,0,0,1,1,1,0,2,10,1,1,3,0,1,0,0,1,1,0,4,0,7,1,0,0,1,1,1,2,0,1,1,3
187,GCF_000808145.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,0,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,4,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
188,GCF_000808375.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,11,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,7,2,0,4,2,1,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,8,0,0,1,1,1,0,2,3,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
189,GCF_013334185.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,3,3,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,13,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
190,GCF_016949085.1,Pectobacterium,aquaticum,0,0,1,1,1,0,0,2,0,5,1,1,1,1,1,0,0,1,1,0,9,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,6,1,0,3,2,0,1,1,1,1,1,1,1,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,1,1,1,0,2,3,0,1,3,0,1,0,1,0,0,1,3,0,4,0,0,0,2,1,1,1,0,1,1,2
191,GCF_016949195.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,0,11,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,1,1,1,1,0,2,3,0,1,3,0,1,0,1,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
192,GCF_014946865.1,Pectobacterium,aquaticum,0,0,1,1,1,0,0,2,0,5,1,1,1,1,1,0,0,1,1,0,9,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,6,1,0,3,2,0,1,1,1,1,1,1,1,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,5,0,0,1,1,1,0,2,2,0,1,3,0,1,0,1,0,0,1,3,0,4,0,0,0,2,1,1,1,0,1,1,2
193,GCF_000738125.1,Pectobacterium,brasiliense,1,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,0,2,1,0,10,1,1,0,2,0,0,0,3,0,0,0,0,1,1,0,1,0,5,2,0,4,3,0,1,1,1,1,0,1,1,2,1,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,5,0,1,1,1,1,0,2,2,1,1,3,0,1,0,1,0,1,0,5,0,6,0,0,0,2,1,0,2,0,1,1,2
194,GCF_014946775.1,Pectobacterium,quasiaquaticum,0,0,1,1,1,0,0,2,0,5,1,2,1,1,1,0,0,1,1,0,9,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,6,2,0,3,2,0,1,1,1,1,1,1,1,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1,1,1,0,2,3,1,1,3,0,1,0,1,0,0,1,4,0,4,0,0,0,2,1,1,1,0,1,1,2
195,GCF_003628715.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,8,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,7,1,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,1,0,1,11,0,0,1,1,1,0,2,6,0,1,3,1,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
196,GCF_000632375.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,7,0,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,11,0,0,1,1,1,0,2,8,0,1,4,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
197,GCF_002921285.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,10,1,1,0,2,1,0,1,3,0,0,0,0,0,0,0,1,0,5,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
198,GCF_018361145.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
199,GCF_013488025.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,10,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,5,5,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,8,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
200,GCF_009931215.1,Pectobacterium,carotovorum,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,0,2,1,2,10,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,7,2,0,2,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,1,6,0,0,1,1,1,0,2,5,1,1,4,0,1,0,0,1,1,2,4,0,6,0,0,0,2,1,0,2,0,0,1,2
201,GCF_017161585.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,0,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
202,GCF_003312355.1,Pectobacterium,peruviense,0,1,2,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,10,1,1,0,2,0,0,1,3,0,1,0,0,0,0,0,1,0,7,2,0,4,2,0,1,1,1,1,0,1,1,4,1,2,0,0,1,1,0,1,0,0,0,2,1,0,0,0,0,1,13,0,0,1,1,1,1,2,5,0,1,3,0,1,0,2,1,1,0,4,0,6,0,0,0,2,1,1,2,0,1,1,2
203,GCF_003628635.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,6,3,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,1,0,1,11,0,1,1,1,1,0,2,6,0,1,3,1,1,0,1,0,1,0,4,0,5,0,0,0,2,1,1,1,0,1,1,2
204,GCF_000365285.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,0,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
205,GCF_000147055.1,Dickeya,dadantii,0,1,0,0,1,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,2,2,0,0,0,2,0,0,0,0,0,0,3,1,0,5,1,1,5,3,1,1,1,2,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,9,0,0,1,1,1,0,2,6,2,1,3,0,1,0,0,1,1,0,4,0,8,0,0,0,1,1,1,2,0,1,1,3
206,GCF_002921235.2,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,0,2,1,0,9,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,6,0,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,6,0,0,1,1,1,0,2,7,1,1,3,0,1,0,1,1,1,1,3,0,6,0,0,0,2,1,1,2,0,1,0,2
207,GCF_018361165.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
208,GCF_000406125.1,Dickeya,poaceiphila,0,1,0,0,1,0,0,2,0,5,0,0,1,1,1,0,1,1,1,0,3,1,1,3,1,0,0,0,2,0,0,0,0,0,0,0,1,0,7,1,0,1,3,0,1,1,2,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,0,0,0,1,1,0,4,0,2,0,0,0,1,1,0,1,0,1,0,2
209,GCF_002846995.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,6,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
210,GCF_001742145.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,8,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,6,1,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,0,0,1,11,0,0,1,1,1,0,2,7,0,1,3,0,1,0,2,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
211,GCF_000406045.1,Dickeya,oryzae,0,0,1,0,0,0,0,2,1,5,0,0,1,1,1,0,1,1,1,0,4,1,2,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,7,1,0,2,3,1,1,1,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,1,1,0,2,0,1,1,3
212,GCF_014946845.1,Pectobacterium,aquaticum,0,0,1,1,1,0,0,2,0,5,1,1,1,1,1,0,0,1,1,0,9,1,1,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,5,2,0,3,2,0,1,1,1,1,1,1,1,2,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,1,1,1,0,2,4,0,1,3,0,1,0,2,0,0,1,4,0,4,0,0,0,2,1,1,1,0,1,1,2
213,GCF_016126895.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,0,2,2,0,1,3,0,1,0,0,0,0,0,1,0,5,1,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,10,0,1,1,1,1,0,2,8,0,1,3,0,1,0,1,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
214,GCF_004137815.1,Pectobacterium,zantedeschiae,0,1,1,1,1,0,0,0,0,5,1,0,1,1,1,0,2,2,1,0,9,1,1,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0,7,1,0,5,2,0,1,1,1,0,0,2,1,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,14,0,0,0,1,1,0,0,2,0,0,3,0,0,0,4,1,1,0,4,0,2,0,0,0,2,1,1,2,0,1,1,2
215,GCF_002904085.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,7,1,0,1,1,1,0,0,2,1,0,9,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,1,0,8,2,0,4,2,0,0,2,1,0,0,3,1,1,1,2,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,12,0,0,1,1,1,0,2,5,0,1,3,0,1,0,2,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
216,GCF_016944595.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,1,2,0,0,1,3,0,0,0,0,0,0,0,1,0,8,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,10,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,2,1,0,2,0,1,1,2
217,GCF_016950285.1,Pectobacterium,brasiliense,0,1,1,1,1,0,0,2,0,5,1,0,1,1,2,0,1,2,1,2,10,1,2,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,8,0,0,1,1,1,0,2,3,1,1,3,0,1,0,0,1,1,0,3,0,6,0,0,0,2,1,0,2,0,1,1,2
218,GCF_009931195.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,9,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,7,3,0,4,2,0,1,1,1,1,0,1,1,3,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,8,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,0,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,1
219,GCF_004296725.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,2,10,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,5,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,8,0,0,1,1,1,0,2,4,1,1,3,0,1,0,0,1,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
220,GCF_001984535.1,Pectobacterium,actinidiae,0,1,2,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,1,0,11,1,1,0,2,0,0,1,4,0,0,0,0,0,0,0,0,0,8,1,0,3,2,0,0,2,1,1,0,2,3,1,1,2,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,10,1,0,1,1,1,0,2,2,0,1,3,0,1,0,1,1,1,1,3,0,6,0,1,0,2,1,1,2,1,1,1,2
221,GCF_016404895.1,Dickeya,solani,0,1,1,0,0,0,0,2,1,5,1,0,1,1,1,0,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,5,0,1,4,3,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,14,0,0,1,1,1,0,2,9,1,1,3,0,1,0,0,1,1,0,4,0,7,0,0,0,1,1,1,2,0,1,1,3
222,GCF_000365405.2,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,1,1,0,8,0,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,1,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
223,GCF_014164815.1,Pectobacterium,carotovorum,0,1,1,1,1,0,0,2,0,4,1,0,1,1,1,0,1,2,1,2,9,1,2,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,7,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,9,0,0,1,1,1,0,2,3,1,1,3,0,1,0,1,1,1,0,2,0,6,0,1,0,2,1,1,2,0,1,1,2
224,GCF_016864935.1,Pectobacterium,parmentieri,0,0,1,1,1,0,0,2,0,5,1,0,1,1,1,0,1,2,2,0,7,1,1,0,2,1,0,1,3,0,1,0,0,0,0,0,1,0,8,0,0,3,3,0,1,1,1,2,0,0,2,3,1,2,1,0,1,1,0,1,0,0,0,2,1,0,0,1,0,1,11,0,1,1,1,1,1,2,7,0,1,3,1,1,0,2,0,1,0,3,0,5,0,0,0,1,1,1,1,0,1,1,2
225,GCF_004296665.1,Pectobacterium,versatile A,0,1,1,1,1,0,0,2,0,5,1,1,1,1,1,0,1,2,1,2,10,1,1,0,2,0,0,1,3,0,0,0,0,0,0,0,1,0,6,1,0,4,2,0,1,1,1,1,0,1,1,2,1,2,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,7,0,0,1,1,1,0,2,5,1,1,3,0,1,0,0,0,1,1,4,0,6,0,0,0,2,1,1,2,0,1,1,2
226,GCF_003403135.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,0,1,1,1,1,1,2,1,0,5,1,2,1,2,0,0,0,2,0,0,0,0,0,0,2,1,0,9,1,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
227,GCF_012278555.1,Dickeya,zeae,0,0,0,0,0,0,0,2,1,5,1,0,1,1,1,0,1,1,1,0,5,1,2,1,3,0,0,0,2,0,0,0,0,0,0,1,1,0,4,0,1,2,3,1,1,1,2,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,2,0,0,0,0,1,13,0,0,1,1,1,0,2,8,1,1,3,0,1,0,0,1,1,0,4,0,6,0,0,0,1,1,0,1,0,1,2,3
228,GCF_000365305.1,Dickeya,dianthicola,0,0,0,0,1,0,0,2,1,5,2,1,1,1,1,1,1,2,1,0,5,1,2,2,2,0,0,0,2,0,0,0,0,0,0,1,1,0,6,0,0,3,3,0,1,2,1,1,0,0,1,1,2,1,0,0,1,1,0,1,0,1,1,1,2,0,0,0,0,1,10,0,0,1,1,1,0,2,6,1,1,3,0,1,0,0,1,1,1,4,0,7,0,0,0,1,1,1,2,0,1,2,3
229,GCF_016949095.1,Pectobacterium,brasiliense A,0,1,1,1,1,0,0,2,0,5,0,0,1,1,1,0,0,2,1,0,10,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,9,2,0,3,2,0,1,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,1,1,1,0,2,4,0,1,3,0,1,0,1,0,1,0,3,0,5,0,0,0,2,1,1,1,0,1,1,2
